frequency,wavelength,amplitude,channel1_intensity
68,721.7,2.0,14.941639417020008
68,721.7,3.0,28.194858941727777
68,721.7,4.0,45.38525530943831
68,721.7,5.0,49.30914231272302
68,721.7,6.0,48.42333852413355
68,721.7,7.0,52.15856090346215
68,721.7,8.0,71.48266554628962
68,721.7,9.0,96.3042804091372
68,721.7,10.0,104.78053575628367
68,721.7,11.0,113.75877940512935
68,721.7,12.0,140.5421942181885
68,721.7,13.0,166.71791936498016
68,721.7,14.0,185.51097518053504
68,721.7,15.0,195.29316575215813
68,721.7,16.0,246.5495450711012
68,721.7,17.0,249.23300175064784
68,721.7,18.0,269.98588684262023
68,721.7,19.0,310.26657468988594
68,721.7,20.0,321.3311106650742
68,721.7,21.0,352.4194234882896
68,721.7,22.0,411.2444104334165
68,721.7,23.0,437.92068199598725
68,721.7,24.0,480.5306648373128
68,721.7,25.0,487.95378086119496
68,721.7,26.0,518.9988294266001
68,721.7,27.0,565.7925633751059
68,721.7,28.0,581.454509213434
68,721.7,29.0,629.0472506119087
68,721.7,30.0,671.7736010870066
68,721.7,31.0,682.300389121429
68,721.7,32.0,709.7523077101571
68,721.7,33.0,776.7873685361864
68,721.7,34.0,762.524182028419
68,721.7,35.0,811.9516740808511
68,721.7,36.0,842.3185327314096
68,721.7,37.0,890.8810454781011
68,721.7,38.0,883.0119091239208
68,721.7,39.0,910.185608979657
68,721.7,40.0,952.8966969533122
68,721.7,41.0,965.0788099776436
68,721.7,42.0,996.155880349966
68,721.7,43.0,1026.6361386639933
68,721.7,44.0,1045.797680369601
68,721.7,45.0,1069.0082297906133
68,721.7,46.0,1081.5490472367303
68,721.7,47.0,1095.6308688847841
68,721.7,48.0,1137.9611397600715
68,721.7,49.0,1166.0273385833548
68,721.7,50.0,1160.656723050335
68,721.7,51.0,1186.7263745174334
68,721.7,52.0,1189.5432185357115
68,721.7,53.0,1203.9690641815725
68,721.7,54.0,1210.8805224370928
68,721.7,55.0,1218.369629487635
68,721.7,56.0,1217.9116305698374
68,721.7,57.0,1242.6457976937916
68,721.7,58.0,1293.7534481432317
68,721.7,59.0,1264.765509178067
68,721.7,60.0,1287.5204052035488
68,721.7,61.0,1267.5117269086054
68,721.7,62.0,1280.959847576034
68,721.7,63.0,1276.862761721774
68,721.7,64.0,1274.8859099010226
68,721.7,65.0,1299.9134043284778
68,721.7,66.0,1280.9540275546317
68,721.7,67.0,1310.1671225797381
68,721.7,68.0,1306.7659609905377
68,721.7,69.0,1309.3417396703232
68,721.7,70.0,1318.3924177474298
68,721.7,71.0,1306.254136550226
68,721.7,72.0,1334.323868639513
68,721.7,73.0,1286.5562180385327
68,721.7,74.0,1317.0240412360095
68,721.7,75.0,1302.1268817896218
68,721.7,76.0,1280.6647128784412
68,721.7,77.0,1298.8015687755928
68,721.7,78.0,1298.0680956972333
68,721.7,79.0,1293.527696573051
68,721.7,80.0,1293.2177134470023
68,721.7,81.0,1299.5883534593697
68,721.7,82.0,1316.2562694033722
68,721.7,83.0,1334.8666478270218
68,721.7,84.0,1311.891918517222
68,721.7,85.0,1325.3359687500608
68,721.7,86.0,1347.4068930382273
68,721.7,87.0,1330.8500203591022
68,721.7,88.0,1327.957092654552
68,721.7,89.0,1328.9188477834352
68,721.7,90.0,1382.5323145688803
68,721.7,91.0,1376.8438927249877
68,721.7,92.0,1354.494348821004
68,721.7,93.0,1368.216061279299
68,721.7,94.0,1395.1682461339835
68,721.7,95.0,1411.4577509461478
68,721.7,96.0,1418.111035530696
68,721.7,97.0,1466.2128517488554
68,721.7,98.0,1456.4582206517684
68,721.7,99.0,1476.9951473701483
68,721.7,100.0,1500.605744268169
69,712.79,1.0,33.817534453660876
69,712.79,2.0,33.682382589370306
69,712.79,3.0,41.11518527154959
69,712.79,4.0,55.79704438394057
69,712.79,5.0,62.09741785871857
69,712.79,6.0,74.18963145262879
69,712.79,7.0,102.45753499936356
69,712.79,8.0,90.60516422089528
69,712.79,9.0,117.37798274151278
69,712.79,10.0,135.147382796455
69,712.79,11.0,130.84143159053207
69,712.79,12.0,151.19970111330642
69,712.79,13.0,170.42229892221224
69,712.79,14.0,219.03422415580354
69,712.79,15.0,215.15827767565315
69,712.79,16.0,235.6523281101304
69,712.79,17.0,266.8224958384791
69,712.79,18.0,299.81016233880877
69,712.79,19.0,323.6080182106546
69,712.79,20.0,345.6575770962364
69,712.79,21.0,375.25661178501576
69,712.79,22.0,409.87278057688104
69,712.79,23.0,439.98608658553724
69,712.79,24.0,473.1940004140406
69,712.79,25.0,503.6412428222411
69,712.79,26.0,557.3775422627248
69,712.79,27.0,587.9696642219358
69,712.79,28.0,644.411690440742
69,712.79,29.0,642.3498023763348
69,712.79,30.0,680.1421923124203
69,712.79,31.0,705.2097286389063
69,712.79,32.0,737.7249555499731
69,712.79,33.0,753.5633646312742
69,712.79,34.0,814.9117114073995
69,712.79,35.0,830.5709573491965
69,712.79,36.0,860.0760960013889
69,712.79,37.0,898.0410784931652
69,712.79,38.0,909.8468927022701
69,712.79,39.0,929.1888987744621
69,712.79,40.0,959.1449404542112
69,712.79,41.0,983.4685562665593
69,712.79,42.0,1001.4117273021387
69,712.79,43.0,1029.3088593422399
69,712.79,44.0,1073.820775902821
69,712.79,45.0,1091.0188741035531
69,712.79,46.0,1109.5073489796362
69,712.79,47.0,1153.3472433993772
69,712.79,48.0,1149.9479129912283
69,712.79,49.0,1157.616957457794
69,712.79,50.0,1185.250720275293
69,712.79,51.0,1191.9606373544339
69,712.79,52.0,1212.2844984422306
69,712.79,53.0,1217.2184453551383
69,712.79,54.0,1234.8657117897164
69,712.79,55.0,1224.6131562227517
69,712.79,56.0,1274.8853406132785
69,712.79,57.0,1260.4755981416013
69,712.79,58.0,1305.6559135144987
69,712.79,59.0,1302.4750884618088
69,712.79,60.0,1284.1835932128847
69,712.79,61.0,1297.4571767475372
69,712.79,62.0,1307.3629487157355
69,712.79,63.0,1302.4678164997815
69,712.79,64.0,1325.9682813146424
69,712.79,65.0,1321.5784138248255
69,712.79,66.0,1333.629239663971
69,712.79,67.0,1303.5657295182473
69,712.79,68.0,1318.492550275596
69,712.79,69.0,1306.4059457039846
69,712.79,70.0,1309.5686346570544
69,712.79,71.0,1314.7231180902604
69,712.79,72.0,1327.355483434942
69,712.79,73.0,1327.3146035191796
69,712.79,74.0,1336.1101084859463
69,712.79,75.0,1325.1332481284633
69,712.79,76.0,1327.5856194370913
69,712.79,77.0,1346.4251259767684
69,712.79,78.0,1338.0629413027686
69,712.79,79.0,1338.2400076276244
69,712.79,80.0,1354.4081851026463
69,712.79,81.0,1352.8546397252283
69,712.79,82.0,1351.789874238553
69,712.79,83.0,1349.1810410504534
69,712.79,84.0,1372.1226288337757
69,712.79,85.0,1407.289992331585
69,712.79,86.0,1400.6997455779679
69,712.79,87.0,1400.0183240723761
69,712.79,88.0,1423.2255634300498
69,712.79,89.0,1411.4932322157574
69,712.79,90.0,1459.5196383376644
69,712.79,91.0,1482.162789366567
69,712.79,92.0,1498.4764861977394
69,712.79,93.0,1493.9515473807405
69,712.79,94.0,1524.25863106535
69,712.79,95.0,1516.860338371052
69,712.79,96.0,1572.2271438864034
69,712.79,97.0,1586.8969977200018
69,712.79,98.0,1622.1015955421644
69,712.79,99.0,1646.0774279045575
69,712.79,100.0,1665.9953509110499
70,703.9,1.0,85.58649143096974
70,703.9,2.0,45.952920300473174
70,703.9,3.0,36.37484506557129
70,703.9,4.0,44.68192974627645
70,703.9,5.0,51.57360188923076
70,703.9,6.0,52.777297777987776
70,703.9,7.0,74.92217330159289
70,703.9,8.0,76.3496799454121
70,703.9,9.0,99.9082992038865
70,703.9,10.0,127.9010086161163
70,703.9,11.0,139.9169341947559
70,703.9,12.0,164.30235513210323
70,703.9,13.0,160.6515676983328
70,703.9,14.0,190.38192877208743
70,703.9,15.0,218.471863369728
70,703.9,16.0,246.64835159001092
70,703.9,17.0,273.486550343379
70,703.9,18.0,309.4276208436315
70,703.9,19.0,336.7899501068085
70,703.9,20.0,372.64543524704595
70,703.9,21.0,402.2925643310451
70,703.9,22.0,412.2428311706707
70,703.9,23.0,456.5336526907837
70,703.9,24.0,495.5516778775676
70,703.9,25.0,520.7626208745621
70,703.9,26.0,565.9167028683212
70,703.9,27.0,570.6474761526
70,703.9,28.0,622.704511342756
70,703.9,29.0,662.7424626740002
70,703.9,30.0,676.8583995019792
70,703.9,31.0,716.5507156707016
70,703.9,32.0,728.437382427186
70,703.9,33.0,761.3725350343378
70,703.9,34.0,824.4106578161006
70,703.9,35.0,854.5389684698299
70,703.9,36.0,874.0444390255695
70,703.9,37.0,896.9153913773705
70,703.9,38.0,930.438931481999
70,703.9,39.0,967.707917369529
70,703.9,40.0,989.1973603344967
70,703.9,41.0,994.906154695387
70,703.9,42.0,1050.1126620061796
70,703.9,43.0,1056.7691160951467
70,703.9,44.0,1107.111794660507
70,703.9,45.0,1107.9487521751976
70,703.9,46.0,1109.1622355434167
70,703.9,47.0,1161.2009468380813
70,703.9,48.0,1150.364892803835
70,703.9,49.0,1170.2239364529771
70,703.9,50.0,1160.5319811667282
70,703.9,51.0,1163.5732598463505
70,703.9,52.0,1201.7237314132744
70,703.9,53.0,1215.4167670390177
70,703.9,54.0,1219.0415750518453
70,703.9,55.0,1253.4884476977145
70,703.9,56.0,1253.2772314572142
70,703.9,57.0,1260.5591148944832
70,703.9,58.0,1252.3986266749666
70,703.9,59.0,1287.4439397624612
70,703.9,60.0,1263.8572818642933
70,703.9,61.0,1273.7420073767398
70,703.9,62.0,1301.5393463336486
70,703.9,63.0,1266.0869240131988
70,703.9,64.0,1284.275285758507
70,703.9,65.0,1297.530928500432
70,703.9,66.0,1287.8514355824263
70,703.9,67.0,1284.1906281283673
70,703.9,68.0,1269.7217319332337
70,703.9,69.0,1296.4960281348235
70,703.9,70.0,1297.166511952925
70,703.9,71.0,1299.2171211132813
70,703.9,72.0,1296.7232481107976
70,703.9,73.0,1296.9341159929943
70,703.9,74.0,1317.0711463666182
70,703.9,75.0,1306.4127359774395
70,703.9,76.0,1322.6813356756709
70,703.9,77.0,1338.1212167512372
70,703.9,78.0,1329.4357110189112
70,703.9,79.0,1337.3904591846444
70,703.9,80.0,1358.4771940529195
70,703.9,81.0,1368.7804651697536
70,703.9,82.0,1372.2976233334982
70,703.9,83.0,1395.504042285346
70,703.9,84.0,1398.4518598056752
70,703.9,85.0,1407.6002531154584
70,703.9,86.0,1420.9067594337807
70,703.9,87.0,1431.349880892399
70,703.9,88.0,1457.846296140456
70,703.9,89.0,1452.306466968183
70,703.9,90.0,1487.248263323403
70,703.9,91.0,1508.665660399737
70,703.9,92.0,1524.102286541878
70,703.9,93.0,1545.5880704166682
70,703.9,94.0,1582.35742131198
70,703.9,95.0,1607.4795066338788
70,703.9,96.0,1647.719275990189
70,703.9,97.0,1693.963324887406
70,703.9,98.0,1688.4289320391536
70,703.9,99.0,1729.0785645161227
70,703.9,100.0,1769.4036868724857
71,695.73,1.0,626.8345121560449
71,695.73,2.0,37.202856701208404
71,695.73,3.0,33.47944777463796
71,695.73,4.0,39.80420136675497
71,695.73,5.0,60.55886098620489
71,695.73,6.0,77.53714386533491
71,695.73,7.0,73.09586303070735
71,695.73,8.0,97.1682592381299
71,695.73,9.0,123.89442921961361
71,695.73,10.0,149.41891944422207
71,695.73,11.0,155.08972865451287
71,695.73,12.0,168.34803593285702
71,695.73,13.0,182.23421620895965
71,695.73,14.0,216.23482151152393
71,695.73,15.0,262.65110155241325
71,695.73,16.0,270.2254102747329
71,695.73,17.0,272.1244183118963
71,695.73,18.0,329.28879975159373
71,695.73,19.0,355.18712703071185
71,695.73,20.0,403.7413733992492
71,695.73,21.0,397.2562951546545
71,695.73,22.0,470.0717324804974
71,695.73,23.0,506.42094062542037
71,695.73,24.0,513.0665424137028
71,695.73,25.0,530.9298496549059
71,695.73,26.0,566.9964754761423
71,695.73,27.0,616.8259698020034
71,695.73,28.0,640.7468264386107
71,695.73,29.0,654.4683160759145
71,695.73,30.0,700.7408917778963
71,695.73,31.0,717.4666756923376
71,695.73,32.0,761.9207920158175
71,695.73,33.0,789.1672693180221
71,695.73,34.0,825.735001938916
71,695.73,35.0,858.1999624670784
71,695.73,36.0,884.3480671135824
71,695.73,37.0,905.6083463167774
71,695.73,38.0,952.8631740003941
71,695.73,39.0,960.6757003084044
71,695.73,40.0,970.9606380160305
71,695.73,41.0,1013.5093804160895
71,695.73,42.0,1021.8842803216831
71,695.73,43.0,1034.562784426113
71,695.73,44.0,1078.5658683936217
71,695.73,45.0,1109.2019005585855
71,695.73,46.0,1109.2172829985425
71,695.73,47.0,1120.375857848085
71,695.73,48.0,1145.0620819460642
71,695.73,49.0,1158.4948345804376
71,695.73,50.0,1180.2247454487142
71,695.73,51.0,1194.914704540862
71,695.73,52.0,1246.9714274362898
71,695.73,53.0,1205.4595045884482
71,695.73,54.0,1222.3160312562945
71,695.73,55.0,1251.6422946380774
71,695.73,56.0,1231.6006763712403
71,695.73,57.0,1240.500384303302
71,695.73,58.0,1264.5296724389132
71,695.73,59.0,1245.8566368267373
71,695.73,60.0,1277.4639924697744
71,695.73,61.0,1253.357078671369
71,695.73,62.0,1271.6584599129017
71,695.73,63.0,1283.1286704800268
71,695.73,64.0,1277.8032916028278
71,695.73,65.0,1300.9075738156405
71,695.73,66.0,1307.3288791166353
71,695.73,67.0,1266.6171926273769
71,695.73,68.0,1295.316412764616
71,695.73,69.0,1282.864789674787
71,695.73,70.0,1307.5483388566668
71,695.73,71.0,1314.7749072254667
71,695.73,72.0,1290.9833097516637
71,695.73,73.0,1300.7619584506526
71,695.73,74.0,1325.8269717252997
71,695.73,75.0,1319.6939557067685
71,695.73,76.0,1316.0332457878528
71,695.73,77.0,1325.3943623849498
71,695.73,78.0,1334.5585484738135
71,695.73,79.0,1358.1889572283026
71,695.73,80.0,1364.3562090329333
71,695.73,81.0,1377.0356232910622
71,695.73,82.0,1385.2492629100223
71,695.73,83.0,1405.1147849601493
71,695.73,84.0,1405.703592572869
71,695.73,85.0,1435.6771043827507
71,695.73,86.0,1453.5511404324861
71,695.73,87.0,1467.8807135507009
71,695.73,88.0,1478.931889270505
71,695.73,89.0,1491.3372341093225
71,695.73,90.0,1545.453464088268
71,695.73,91.0,1580.9104375932636
71,695.73,92.0,1591.1083635986247
71,695.73,93.0,1612.965673498724
71,695.73,94.0,1650.3352491004932
71,695.73,95.0,1658.6021331160887
71,695.73,96.0,1714.509534885146
71,695.73,97.0,1733.765178239732
71,695.73,98.0,1765.5068652650916
71,695.73,99.0,1799.0844802777199
71,695.73,100.0,1826.6345749414727
72,687.22,1.0,192.13711019647917
72,687.22,2.0,43.94641851349883
72,687.22,3.0,38.48905345729111
72,687.22,4.0,54.46889997524305
72,687.22,5.0,41.382482323982025
72,687.22,6.0,50.67285657023538
72,687.22,7.0,91.97991211309238
72,687.22,8.0,73.59968440756862
72,687.22,9.0,100.0722407328248
72,687.22,10.0,112.78834449182233
72,687.22,11.0,142.29367831488673
72,687.22,12.0,162.95354430735523
72,687.22,13.0,170.09348727500523
72,687.22,14.0,211.81030953809892
72,687.22,15.0,233.13005660782636
72,687.22,16.0,266.82723936700893
72,687.22,17.0,284.62058244490095
72,687.22,18.0,324.60936740320415
72,687.22,19.0,351.7567738218387
72,687.22,20.0,382.55936606996835
72,687.22,21.0,409.84128960785426
72,687.22,22.0,447.3925259506393
72,687.22,23.0,467.469464983025
72,687.22,24.0,509.8212144141012
72,687.22,25.0,531.1942744962425
72,687.22,26.0,544.0517772224944
72,687.22,27.0,595.0645401534689
72,687.22,28.0,631.872230599445
72,687.22,29.0,661.2629608467558
72,687.22,30.0,713.1791522144771
72,687.22,31.0,751.8637947519255
72,687.22,32.0,764.0792913083586
72,687.22,33.0,787.8131609116311
72,687.22,34.0,829.2547110944636
72,687.22,35.0,869.3883286222707
72,687.22,36.0,874.0906731474067
72,687.22,37.0,890.3204331053084
72,687.22,38.0,934.3348953294601
72,687.22,39.0,940.6723783313712
72,687.22,40.0,980.9700922835851
72,687.22,41.0,1000.1809712378764
72,687.22,42.0,1019.8072645425613
72,687.22,43.0,1017.8998388239781
72,687.22,44.0,1051.5568945795894
72,687.22,45.0,1103.0583539944723
72,687.22,46.0,1115.3302407212414
72,687.22,47.0,1111.5319748017926
72,687.22,48.0,1145.3071944111005
72,687.22,49.0,1150.4314992955515
72,687.22,50.0,1160.0179838201086
72,687.22,51.0,1165.7071671392239
72,687.22,52.0,1172.9308437017676
72,687.22,53.0,1189.70887299768
72,687.22,54.0,1201.2290237473608
72,687.22,55.0,1182.9133909166878
72,687.22,56.0,1213.8575995626795
72,687.22,57.0,1242.4374557391295
72,687.22,58.0,1240.1497246059896
72,687.22,59.0,1279.1890980793512
72,687.22,60.0,1277.6272794417396
72,687.22,61.0,1242.2321856730327
72,687.22,62.0,1249.9948138548855
72,687.22,63.0,1263.9466227696114
72,687.22,64.0,1290.4133961085272
72,687.22,65.0,1271.1633266329868
72,687.22,66.0,1251.5994836976015
72,687.22,67.0,1284.5038820827508
72,687.22,68.0,1289.926735177374
72,687.22,69.0,1305.014617655795
72,687.22,70.0,1257.8177605884334
72,687.22,71.0,1260.7729437624155
72,687.22,72.0,1303.886513409889
72,687.22,73.0,1312.493901992329
72,687.22,74.0,1302.8149534791592
72,687.22,75.0,1278.5904695770296
72,687.22,76.0,1283.5914263743848
72,687.22,77.0,1291.9768486272578
72,687.22,78.0,1337.3137968755352
72,687.22,79.0,1342.5415068128045
72,687.22,80.0,1375.1492257773705
72,687.22,81.0,1348.1170427140353
72,687.22,82.0,1388.622911011558
72,687.22,83.0,1420.6666849342091
72,687.22,84.0,1404.6945909619255
72,687.22,85.0,1414.3208602268808
72,687.22,86.0,1451.0079002502084
72,687.22,87.0,1477.909659559311
72,687.22,88.0,1480.7120031776162
72,687.22,89.0,1495.3238507386666
72,687.22,90.0,1525.5335063876114
72,687.22,91.0,1551.2057398795305
72,687.22,92.0,1580.5370633576954
72,687.22,93.0,1606.8647282201405
72,687.22,94.0,1637.7076222625542
72,687.22,95.0,1664.94536370237
72,687.22,96.0,1702.3844116468745
72,687.22,97.0,1739.1077120569817
72,687.22,98.0,1783.9309227994258
72,687.22,99.0,1841.1735058147965
72,687.22,100.0,1860.5443789019505
73,679.43,1.0,265.8427082782022
73,679.43,2.0,29.43323799308899
73,679.43,3.0,53.8046856280972
73,679.43,4.0,70.02645598288873
73,679.43,5.0,79.15153197534137
73,679.43,6.0,55.33884776036946
73,679.43,7.0,75.28705978626398
73,679.43,8.0,84.93936510442705
73,679.43,9.0,103.94307684273923
73,679.43,10.0,106.42031637937328
73,679.43,11.0,125.85878090074009
73,679.43,12.0,162.40959616171654
73,679.43,13.0,180.6582189776313
73,679.43,14.0,210.49892822995193
73,679.43,15.0,235.5838037511822
73,679.43,16.0,244.6879717889117
73,679.43,17.0,272.70988374451923
73,679.43,18.0,329.8126568319913
73,679.43,19.0,350.1713703755271
73,679.43,20.0,375.0605212182169
73,679.43,21.0,374.0270550676607
73,679.43,22.0,398.35140667010853
73,679.43,23.0,452.5440731262756
73,679.43,24.0,464.54146402893616
73,679.43,25.0,499.2666612696744
73,679.43,26.0,561.0682820026818
73,679.43,27.0,555.859104450814
73,679.43,28.0,602.6156183579944
73,679.43,29.0,623.2643122175512
73,679.43,30.0,657.9165405003153
73,679.43,31.0,680.4352748557354
73,679.43,32.0,727.9601215172642
73,679.43,33.0,756.1463429589373
73,679.43,34.0,783.1584372753751
73,679.43,35.0,798.0039103677442
73,679.43,36.0,828.3460210658428
73,679.43,37.0,862.9011120882782
73,679.43,38.0,910.7883974468334
73,679.43,39.0,902.2695319866825
73,679.43,40.0,926.8304306291037
73,679.43,41.0,956.81013220247
73,679.43,42.0,980.5208792689302
73,679.43,43.0,988.2941717417585
73,679.43,44.0,1004.0255098746386
73,679.43,45.0,1027.5247622075658
73,679.43,46.0,1058.2473562614177
73,679.43,47.0,1075.9870579734234
73,679.43,48.0,1089.8892017172948
73,679.43,49.0,1104.103994836313
73,679.43,50.0,1112.4395665784618
73,679.43,51.0,1145.1683685260516
73,679.43,52.0,1141.5625748154646
73,679.43,53.0,1153.3907606623222
73,679.43,54.0,1156.5292236195028
73,679.43,55.0,1179.7217177583805
73,679.43,56.0,1191.2128203476298
73,679.43,57.0,1177.6293043430117
73,679.43,58.0,1180.464664771967
